Comment,Designator,Footprint,LCSC Part #,Manufacturer,Manufacturer Part Number,Quantity
"OSLON Pure 1414, 488 nm LED","D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11","LED_Custom:LED_0.55x1.35_gap0.25","","ams OSRAM","GC VJLPL1.13-KQKS-V2V3-1",11
